CAMPUS_ID|NEIGHBORHOOD|RESIDENCE HALL
1883491|Keohane Quad|House 4B
1926130|Keohane Quad|House 4A
1925985|Craven Quad|House C
1922826|Crowell Quad|House G
1947945|Crowell Quad|House H
1940947|Edens Quad|House 1C
1900797|Few Quad|House HH
1884445|Crowell Quad|House G
1946034|Few Quad|House HH
2084573|East Neighborhood 4|Randolph
2050299|East Neighborhood 3|Southgate
2051302|East Neighborhood 3|Gilbert-Addoms
2089403|East Neighborhood 3|Gilbert-Addoms
2010497|Central Campus|206 Oregon
2045998|East Neighborhood 1|Alspaugh
2051376|East Neighborhood 4|Bell Tower
2074120|East Neighborhood 1|Bassett
1991658|Edens Quad|House 3A
2050280|East Neighborhood 4|Blackwell
2065044|East Neighborhood 3|Southgate
2013716|Wannamaker Quad|Wannamaker
2048663|East Neighborhood 3|Southgate
2023031|Keohane Quad|House 4A
2050823|East Neighborhood 2|Wilson House
2051113|East Neighborhood 2|Giles
2019044|Kilgo Quad|House L
2054103|East Neighborhood 2|Jarvis
2069998|East Neighborhood 4|Randolph
2072650|East Neighborhood 1|Alspaugh
2087218|East Neighborhood 2|Wilson House
2089130|East Neighborhood 2|Jarvis
2060318|East Neighborhood 1|Alspaugh
2085007|East Neighborhood 3|Gilbert-Addoms
2088922|East Neighborhood 4|Randolph
2090249|East Neighborhood 4|Blackwell
2088190|East Neighborhood 3|Gilbert-Addoms
2068488|East Neighborhood 4|Bell Tower
2077914|East Neighborhood 4|Blackwell
2074399|East Neighborhood 2|Jarvis
2078447|East Neighborhood 1|Bassett
2080766|East Neighborhood 2|Jarvis
2082964|East Neighborhood 4|Blackwell
2092427|East Neighborhood 1|Brown
2063498|East Neighborhood 1|Brown
2068647|East Neighborhood 3|Southgate
2084943|East Neighborhood 2|Aycock
2088081|East Neighborhood 1|Brown
2069125|East Neighborhood 2|Giles
2080904|East Neighborhood 4|Blackwell
2128207|East Neighborhood 3|Southgate
2139122|East Neighborhood 3|Southgate
2133508|East Neighborhood 3|Southgate
2135105|East Neighborhood 3|Southgate
1944368|Central Campus|1400 Faber
1935751|Central Campus|205 Oregon
1873604|Craven Quad|House A
1899553|Central Campus|314 Anderson
1926406|Edens Quad|House 1C
1923488|Central Campus|301 Oregon
1925327|Kilgo Quad|House P
1867165|Few Quad|House GG
1871167|Keohane Quad|House 4A
1884268|Central Campus|201 Alexander
1922569|Edens Quad|House 2C
1919990|Few Quad|House HH
1923398|Kilgo Quad|House I
1876837|Keohane Quad|House 4A
1775004|Few Quad|House HH
1922713|Keohane Quad|House 4B
1922487|Central Campus|1700 Pace
1925641|Central Campus|209 Alexander
1251020|Craven Quad|House R
1894959|Craven Quad|House VO
1920085|Kilgo Quad|House M
1931753|Kilgo Quad|House P
1785745|Central Campus|304 Anderson
1843379|Central Campus|202 Alexander
2022649|Few Quad|House FF
1950944|Few Quad|House GG
1952864|East Neighborhood 3|Gilbert-Addoms
1978408|Keohane Quad|House 4D
1977619|Crowell Quad|House EE
2030580|Wannamaker Quad|Wannamaker
1955103|Kilgo Quad|House N
1937276|Kilgo Quad|House N
1979921|Edens Quad|House 1C
1979386|Few Quad|House FF
2004185|Kilgo Quad|House J
2021023|Edens Quad|House 1C
2080260|East Neighborhood 4|Blackwell
2089293|East Neighborhood 1|Pegram
2057423|Central Campus|301 Swift
2087742|East Neighborhood 1|Brown
2082599|East Neighborhood 4|Randolph
2075470|East Neighborhood 3|Southgate
2088047|East Neighborhood 2|Epworth
2079044|Central Campus|301 Swift
2056299|East Neighborhood 2|Epworth
2079872|East Neighborhood 3|Gilbert-Addoms
2070006|East Neighborhood 1|Brown
2082758|East Neighborhood 2|Giles
2100531|East Neighborhood 4|Randolph
1937062|Edens Quad|House 1A
1871757|Crowell Quad|House G
1894630|Kilgo Quad|House L
1922602|Central Campus|302 Oregon
1927137|Keohane Quad|House 4B
1868388|Kilgo Quad|House I
1886072|Keohane Quad|House 4E
2089632|East Neighborhood 2|Wilson House
2072980|East Neighborhood 1|Brown
2075466|East Neighborhood 4|Blackwell
2091589|East Neighborhood 1|Brown
2063015|East Neighborhood 1|Brown
2072314|East Neighborhood 1|Pegram
2089950|East Neighborhood 4|Blackwell
2051575|East Neighborhood 1|Bassett
2078125|East Neighborhood 1|Pegram
2085885|East Neighborhood 4|Blackwell
2091261|East Neighborhood 4|Blackwell
2079855|East Neighborhood 4|Blackwell
2086475|East Neighborhood 4|Blackwell
2100504|East Neighborhood 4|Randolph
2102273|East Neighborhood 4|Blackwell
2102279|East Neighborhood 2|Giles
2105227|Crowell Quad|House BB
2056923|East Neighborhood 4|Randolph
2061826|Central Campus|301 Swift
1867417|Central Campus|1712 Pace
2040509|Edens Quad|House 3B
1950251|Craven Quad|House D
1921649|Keohane Quad|House 4E
1869918|Central Campus|312 Anderson
1886365|Kilgo Quad|House O
1922675|Central Campus|301 Oregon
1923505|Central Campus|220 Alexander
1940795|Craven Quad|House B
1872044|Keohane Quad|House 4B
1886621|Few Quad|House HH
1922453|Edens Quad|House 2C
1925620|Central Campus|220 Alexander
1929292|Keohane Quad|House 4E
1936840|Few Quad|House HH
1871941|Kilgo Quad|House P
1766247|Keohane Quad|House 4E
1900759|Kilgo Quad|House P
1943629|Craven Quad|House C
1894392|Kilgo Quad|House N
1882996|Few Quad|House GG
1926290|Kilgo Quad|House K
1926550|Central Campus|209 Alexander
1957296|Crowell Quad|House H
1982248|Few Quad|House FF
1979408|Edens Quad|House 1C
2025197|Central Campus|1712 Pace
2023777|Central Campus|1911 Erwin
1925959|Crowell Quad|House CC
1980530|Keohane Quad|House 4B
1978699|Kilgo Quad|House P
1977848|Crowell Quad|House H
2008129|Edens Quad|House 2C
2015813|Edens Quad|House 2C
1945245|Few Quad|House FF
1979422|Kilgo Quad|House L
1979500|Keohane Quad|House 4B
1979755|Kilgo Quad|House J
2021203|Central Campus|2015 Yearby
1999701|Craven Quad|House E
1949319|Central Campus|201 Alexander
1981032|Crowell Quad|House DD
1979421|Kilgo Quad|House J
1938966|Craven Quad|House U
1403549|Keohane Quad|House 4E
1885834|Kilgo Quad|House K
1925068|Central Campus|312 Anderson
1942873|Central Campus|1700 Pace
1805627|East Neighborhood 1|Bassett
2016257|East Neighborhood 3|Gilbert-Addoms
1933267|Central Campus|1911 Erwin
1925184|Crowell Quad|House DD
1980046|Keohane Quad|House 4E
1944399|Keohane Quad|House 4A
1900986|Central Campus|1708 Pace
1978186|Kilgo Quad|House K
2005716|Edens Quad|House 1C
1926730|Craven Quad|House D
1938290|Crowell Quad|House EE
1983328|Edens Quad|House 2C
1937069|Central Campus|1907 Erwin
1971148|Few Quad|House HH
2047156|East Neighborhood 3|Southgate
2051808|East Neighborhood 1|Alspaugh
2078973|East Neighborhood 4|Blackwell
2068576|East Neighborhood 1|Brown
2087358|East Neighborhood 1|Brown
2060571|East Neighborhood 2|Wilson House
2064835|East Neighborhood 1|Alspaugh
2080112|East Neighborhood 3|Southgate
2085508|East Neighborhood 4|Bell Tower
2072456|East Neighborhood 4|Bell Tower
2079784|East Neighborhood 4|Randolph
2051077|East Neighborhood 1|Bassett
2075275|East Neighborhood 3|Southgate
2088233|East Neighborhood 2|Wilson House
2073219|East Neighborhood 2|Wilson House
2064975|East Neighborhood 4|Randolph
2071862|East Neighborhood 2|Wilson House
2075112|East Neighborhood 1|Alspaugh
2079963|East Neighborhood 2|Wilson House
2081863|East Neighborhood 1|Bassett
1644986|Central Campus|301 Swift
1953116|Craven Quad|House C
1873838|Central Campus|1911 Erwin
1897059|Edens Quad|House 2A
1879216|Kilgo Quad|House J
1922044|Central Campus|1700 Pace
1942959|Few Quad|House HH
1888128|Edens Quad|House 3B
1896879|Few Quad|House HH
1885155|East Neighborhood 4|Bell Tower
1922828|Central Campus|2011 Yearby
1925263|Edens Quad|House 3A
1937181|Central Campus|304 Anderson
1893674|Crowell Quad|House CC
1891285|Few Quad|House HH
1876537|Crowell Quad|House BB
1926004|Few Quad|House FF
1922279|Crowell Quad|House G
1942653|Edens Quad|House 1A
1881254|East Neighborhood 4|Blackwell
1884846|Craven Quad|House D
1981949|Central Campus|312 Anderson
1979891|Wannamaker Quad|Wannamaker
2011555|Central Campus|1700 Pace
2012080|Craven Quad|House F
1956788|Central Campus|1700 Pace
1978602|Keohane Quad|House 4E
1978724|Craven Quad|House B
1978358|Central Campus|314 Anderson
2012227|Craven Quad|House D
1994125|Central Campus|1909 Yearby
1935780|Edens Quad|House 1B
1978695|Craven Quad|House X
1977502|Few Quad|House GG
1982131|Crowell Quad|House G
2026476|Keohane Quad|House 4A
1925658|Craven Quad|House C
1977687|Edens Quad|House 3B
1983127|Craven Quad|House E
1979759|Wannamaker Quad|Wannamaker
2010551|Craven Quad|House A
1940378|Crowell Quad|House EE
1938187|Wannamaker Quad|Wannamaker
1982071|Craven Quad|House VO
1988486|Craven Quad|House E
1946071|Few Quad|House GG
1954989|Central Campus|1911 Erwin
1978813|Central Campus|1905 Erwin
2064314|East Neighborhood 1|Bassett
2020958|Craven Quad|House F
2048809|East Neighborhood 4|Blackwell
2052240|East Neighborhood 1|Alspaugh
2090324|East Neighborhood 3|Southgate
1998779|Central Campus|1700 Pace
2052153|East Neighborhood 3|Gilbert-Addoms
2062464|East Neighborhood 2|Wilson House
2029045|Few Quad|House HH
2015524|Edens Quad|House 1C
2049334|East Neighborhood 2|Aycock
2052319|East Neighborhood 3|Gilbert-Addoms
2078186|East Neighborhood 2|Giles
2022636|Keohane Quad|House 4E
2070327|East Neighborhood 1|Brown
2078122|East Neighborhood 1|Alspaugh
2088832|East Neighborhood 2|Jarvis
2092961|Edens Quad|House 3A
2097595|Central Campus|301 Swift
2086742|East Neighborhood 1|Pegram
2084091|East Neighborhood 2|Giles
2088515|East Neighborhood 1|Alspaugh
2073122|Central Campus|301 Swift
2086718|East Neighborhood 1|Pegram
2067646|East Neighborhood 2|Epworth
2081636|East Neighborhood 4|Blackwell
2083803|East Neighborhood 4|Randolph
2089145|East Neighborhood 2|Giles
2090251|East Neighborhood 1|Brown
2070403|East Neighborhood 2|Giles
2090933|East Neighborhood 1|Brown
2049852|East Neighborhood 1|Brown
2053434|East Neighborhood 4|Bell Tower
2055828|East Neighborhood 2|Jarvis
2057186|East Neighborhood 3|Southgate
2063489|East Neighborhood 4|Bell Tower
1922452|Craven Quad|House W
1956005|Craven Quad|House X
1873653|Few Quad|House GG
1628243|Central Campus|301 Oregon
1922897|Keohane Quad|House 4A
1923576|Few Quad|House GG
1957015|Central Campus|314 Anderson
1924438|Edens Quad|House 1C
1893839|Kilgo Quad|House K
1922143|Central Campus|1907 Erwin
1925863|Kilgo Quad|House O
1923511|Edens Quad|House 2A
1943715|Central Campus|1712 Pace
1887179|Few Quad|House GG
1926061|Crowell Quad|House G
1922767|Edens Quad|House 2A
1921681|Central Campus|1708 Pace
1589706|Central Campus|1914 Lewis
1886392|Wannamaker Quad|Wannamaker
1871877|Edens Quad|House 2A
1978659|Central Campus|220 Alexander
1979315|Keohane Quad|House 4D
2012967|Central Campus|1915 Erwin
2022889|Few Quad|House GG
1927201|Wannamaker Quad|Wannamaker
1978271|Edens Quad|House 2A
1977568|Few Quad|House GG
2017573|Crowell Quad|House H
1987751|Craven Quad|House D
1983138|Kilgo Quad|House I
2014284|Crowell Quad|House H
1942867|Keohane Quad|House 4A
1981578|Crowell Quad|House EE
1979467|Keohane Quad|House 4A
1996556|Central Campus|1911 Erwin
2002159|Edens Quad|House 3A
1956567|Kilgo Quad|House O
1978958|Kilgo Quad|House L
1981841|Few Quad|House FF
2027445|Craven Quad|House C
1979201|East Neighborhood 1|Pegram
1922522|Crowell Quad|House H
1871658|Kilgo Quad|House P
1897003|Crowell Quad|House CC
1920211|Few Quad|House FF
1922467|Kilgo Quad|House I
1868144|Crowell Quad|House CC
1897214|Craven Quad|House S
1924676|Craven Quad|House U
1952951|Craven Quad|House W
1865535|Craven Quad|House D
1922458|Central Campus|1809 Erwin
1933352|Few Quad|House FF
1869824|Kilgo Quad|House J
1900184|Crowell Quad|House G
1922497|Kilgo Quad|House O
1893321|Edens Quad|House 1A
1940760|Keohane Quad|House 4E
1880590|Crowell Quad|House G
1870063|Central Campus|221 Anderson
2073281|East Neighborhood 1|Brown
2073398|East Neighborhood 2|Giles
2075079|East Neighborhood 2|Epworth
2082264|East Neighborhood 1|Brown
2087418|East Neighborhood 4|Randolph
2090157|East Neighborhood 1|Brown
2090936|East Neighborhood 2|Wilson House
2065068|East Neighborhood 1|Brown
2069137|East Neighborhood 4|Bell Tower
2071780|East Neighborhood 2|Wilson House
2072339|East Neighborhood 1|Pegram
2074373|East Neighborhood 3|Gilbert-Addoms
2075095|East Neighborhood 1|Brown
2079797|East Neighborhood 1|Pegram
2081153|East Neighborhood 4|Bell Tower
2084859|East Neighborhood 2|Giles
2085398|East Neighborhood 4|Blackwell
2086226|East Neighborhood 1|Pegram
2087311|East Neighborhood 4|Bell Tower
2089178|East Neighborhood 1|Alspaugh
2089205|East Neighborhood 3|Southgate
1923508|Central Campus|205 Oregon
1933306|Central Campus|301 Oregon
1839621|Few Quad|House HH
2013573|Keohane Quad|House 4E
1951142|Central Campus|2015 Yearby
1930748|Central Campus|215 Anderson
1970746|Central Campus|1708 Pace
2020010|Wannamaker Quad|Wannamaker
1957608|Edens Quad|House 1A
1865109|Edens Quad|House 3B
1926169|Central Campus|1915 Erwin
1981559|Central Campus|1708 Pace
2012109|Central Campus|206 Oregon
1970304|Central Campus|1914 Lewis
1968349|Central Campus|1708 Pace
1976327|East Neighborhood 1|Brown
1978293|Central Campus|2015 Yearby
1956593|Keohane Quad|House 4A
1978376|Few Quad|House HH
2020960|Few Quad|House GG
1957038|Crowell Quad|House DD
1978685|Central Campus|1913 Erwin
2000489|Central Campus|206 Oregon
2002162|Central Campus|312 Anderson
1931929|Central Campus|1911 Erwin
1937727|Few Quad|House FF
1978794|Edens Quad|House 3A
2000967|Keohane Quad|House 4E
1952134|Kilgo Quad|House M
1957320|Wannamaker Quad|Wannamaker
1979829|Central Campus|1700 Pace
2064457|East Neighborhood 4|Randolph
2011200|Central Campus|2011 Yearby
2048688|East Neighborhood 2|Wilson House
2050246|East Neighborhood 4|Randolph
2048023|East Neighborhood 2|Wilson House
2063358|East Neighborhood 1|Bassett
1983207|Crowell Quad|House CC
2015017|Edens Quad|House 1C
2050691|East Neighborhood 3|Gilbert-Addoms
1982035|Wannamaker Quad|Wannamaker
2005271|Central Campus|206 Oregon
1942914|Wannamaker Quad|Wannamaker
1994563|Central Campus|1913 Erwin
2015558|Wannamaker Quad|Wannamaker
1945378|Central Campus|1914 Lewis
1977540|Central Campus|209 Anderson
2014353|Keohane Quad|House 4B
1958583|Keohane Quad|House 4B
1978330|Central Campus|1913 Erwin
2024364|Crowell Quad|House DD
1945146|Central Campus|312 Anderson
1979746|Central Campus|209 Anderson
1980897|Keohane Quad|House 4A
2003458|Edens Quad|House 3A
1945457|Crowell Quad|House G
1988374|Crowell Quad|House BB
2014528|Edens Quad|House 1A
1950095|Central Campus|201 Alexander
2089338|East Neighborhood 2|Epworth
2090953|East Neighborhood 2|Epworth
2092472|East Neighborhood 3|Gilbert-Addoms
2061409|East Neighborhood 3|Southgate
2067199|East Neighborhood 4|Bell Tower
2069807|East Neighborhood 4|Blackwell
2069990|East Neighborhood 3|Gilbert-Addoms
2073304|East Neighborhood 4|Bell Tower
2073587|East Neighborhood 1|Brown
2075174|East Neighborhood 2|Epworth
2081402|East Neighborhood 1|Bassett
2087405|East Neighborhood 1|Pegram
2089106|East Neighborhood 1|Pegram
2090901|East Neighborhood 2|Epworth
2064190|East Neighborhood 2|Jarvis
2071834|East Neighborhood 3|Gilbert-Addoms
2076772|East Neighborhood 1|Pegram
2078531|East Neighborhood 1|Brown
2079573|East Neighborhood 3|Southgate
2082288|East Neighborhood 2|Giles
2086155|East Neighborhood 4|Blackwell
1946107|Central Campus|220 Alexander
1927349|Craven Quad|House E
1983223|Edens Quad|House 1C
2020543|Kilgo Quad|House P
1928056|Crowell Quad|House EE
1979728|Wannamaker Quad|Wannamaker
1977172|Central Campus|205 Oregon
2023086|Edens Quad|House 1C
1957944|Central Campus|202 Alexander
1982315|Wannamaker Quad|Wannamaker
1945386|Crowell Quad|House EE
1949239|Edens Quad|House 2A
1979085|Central Campus|1915 Erwin
2020660|Central Campus|215 Anderson
1954544|Craven Quad|House A
1979182|Crowell Quad|House BB
1983164|Central Campus|1708 Pace
1922190|Edens Quad|House 2A
1975357|Edens Quad|House 2C
2010505|Keohane Quad|House 4E
2050979|East Neighborhood 2|Giles
2049866|East Neighborhood 1|Brown
2078783|East Neighborhood 4|Randolph
2014002|Crowell Quad|House EE
2051189|East Neighborhood 3|Gilbert-Addoms
2047277|East Neighborhood 2|Aycock
2050307|East Neighborhood 3|Gilbert-Addoms
2051225|East Neighborhood 3|Gilbert-Addoms
2084503|East Neighborhood 1|Alspaugh
2075723|East Neighborhood 3|Gilbert-Addoms
2001482|East Neighborhood 2|Jarvis
2050457|East Neighborhood 2|Aycock
2051005|East Neighborhood 2|Aycock
2054415|East Neighborhood 4|Blackwell
2083654|East Neighborhood 1|Alspaugh
2019401|Few Quad|House GG
2050991|East Neighborhood 1|Brown
2049986|East Neighborhood 1|Alspaugh
2046775|East Neighborhood 3|Gilbert-Addoms
2080740|East Neighborhood 2|Jarvis
2051019|East Neighborhood 3|Southgate
2083317|East Neighborhood 3|Gilbert-Addoms
1982447|Edens Quad|House 2C
2053891|East Neighborhood 4|Randolph
2082342|East Neighborhood 2|Jarvis
2028423|Wannamaker Quad|Wannamaker
2050147|East Neighborhood 1|Pegram
2051381|East Neighborhood 1|Alspaugh
2075684|East Neighborhood 1|Pegram
1981629|Kilgo Quad|House N
2053496|East Neighborhood 2|Aycock
2051344|East Neighborhood 3|Gilbert-Addoms
2072219|East Neighborhood 2|Jarvis
2064352|East Neighborhood 1|Alspaugh
2028544|East Neighborhood 2|Jarvis
2048093|East Neighborhood 3|Southgate
2051417|East Neighborhood 1|Brown
2025282|Craven Quad|House AA
2051335|East Neighborhood 4|Randolph
2019230|Few Quad|House HH
2076343|East Neighborhood 4|Randolph
2065086|East Neighborhood 3|Gilbert-Addoms
2060337|East Neighborhood 2|Epworth
2069153|East Neighborhood 1|Alspaugh
2091346|East Neighborhood 2|Jarvis
2087518|East Neighborhood 2|Epworth
2091732|East Neighborhood 2|Epworth
2091792|East Neighborhood 1|Brown
2087246|East Neighborhood 1|Alspaugh
2088740|East Neighborhood 2|Epworth
2058149|East Neighborhood 2|Epworth
2072377|East Neighborhood 1|Pegram
2070475|Central Campus|301 Swift
2100675|Central Campus|301 Swift
2100500|East Neighborhood 4|Randolph
2100678|East Neighborhood 4|Blackwell
2100679|East Neighborhood 4|Blackwell
2101730|East Neighborhood 4|Randolph
2100334|East Neighborhood 4|Blackwell
2100493|East Neighborhood 4|Blackwell
2104433|Wannamaker Quad|Wannamaker
2104440|Kilgo Quad|House P
1971225|Central Campus|2015 Yearby
1978829|Crowell Quad|House CC
2013127|Edens Quad|House 1C
2008007|Central Campus|1901 Erwin
1957169|Craven Quad|House A
1953245|Kilgo Quad|House M
1979684|Central Campus|1700 Pace
2027139|Few Quad|House FF
1956431|Keohane Quad|House 4E
2014247|Crowell Quad|House G
1935613|Kilgo Quad|House L
1942664|Crowell Quad|House H
2035322|Keohane Quad|House 4E
1946272|Edens Quad|House 1A
1946858|Few Quad|House HH
1977801|Central Campus|220 Alexander
1955863|Central Campus|1915 Erwin
1946650|Kilgo Quad|House L
1970051|Central Campus|302 Anderson
1950270|Edens Quad|House 1A
2065659|East Neighborhood 1|Brown
1979478|Few Quad|House GG
2050627|East Neighborhood 3|Southgate
2049998|East Neighborhood 1|Pegram
2051361|East Neighborhood 2|Aycock
2072356|East Neighborhood 2|Giles
2057093|East Neighborhood 1|Brown
2023057|Kilgo Quad|House P
2000342|Keohane Quad|House 4E
2049509|East Neighborhood 1|Pegram
2053378|East Neighborhood 2|Giles
2069967|East Neighborhood 4|Bell Tower
2015399|Edens Quad|House 1C
2050614|East Neighborhood 1|Pegram
2054105|East Neighborhood 3|Southgate
2072043|East Neighborhood 3|Gilbert-Addoms
2060203|East Neighborhood 4|Randolph
2010208|Crowell Quad|House EE
2049890|East Neighborhood 3|Gilbert-Addoms
2064623|East Neighborhood 2|Aycock
2049408|East Neighborhood 2|Jarvis
1922029|Central Campus|1911 Yearby
1942862|Central Campus|2011 Yearby
1886297|Craven Quad|House E
1783039|Craven Quad|House D
1923524|Central Campus|221 Anderson
1884980|Central Campus|2011 Yearby
1895157|Few Quad|House FF
1925771|Central Campus|202 Alexander
1931728|Few Quad|House FF
1878935|Kilgo Quad|House J
1765813|Kilgo Quad|House P
1921736|Keohane Quad|House 4B
1926081|Central Campus|302 Oregon
1927867|Central Campus|202 Alexander
1886466|Kilgo Quad|House P
1921365|Few Quad|House FF
1926945|Kilgo Quad|House M
1881930|Keohane Quad|House 4A
1925960|Central Campus|1700 Pace
2104443|Craven Quad|House Z
2086106|East Neighborhood 2|Jarvis
2081936|East Neighborhood 1|Alspaugh
2072696|East Neighborhood 2|Aycock
2062513|East Neighborhood 2|Aycock
2075862|East Neighborhood 2|Epworth
2060634|East Neighborhood 2|Giles
2072725|East Neighborhood 4|Bell Tower
2085573|East Neighborhood 4|Randolph
2093824|Central Campus|301 Swift
2092298|Central Campus|301 Swift
2101618|East Neighborhood 4|Blackwell
2079097|Crowell Quad|House DD
2076321|East Neighborhood 2|Epworth
2077188|East Neighborhood 4|Randolph
2071782|East Neighborhood 2|Giles
2073172|East Neighborhood 3|Gilbert-Addoms
2074034|East Neighborhood 2|Jarvis
2089980|East Neighborhood 2|Epworth
2056280|East Neighborhood 2|Epworth
2084883|East Neighborhood 2|Epworth
2020803|Central Campus|1915 Erwin
2055271|East Neighborhood 4|Randolph
2048698|East Neighborhood 4|Randolph
2054089|East Neighborhood 2|Aycock
2019422|Edens Quad|House 1C
2050002|East Neighborhood 2|Aycock
2050268|East Neighborhood 1|Pegram
2046749|East Neighborhood 2|Wilson House
2074219|East Neighborhood 4|Bell Tower
2050062|East Neighborhood 4|Randolph
2090997|East Neighborhood 3|Southgate
2000647|Few Quad|House GG
2079342|East Neighborhood 1|Alspaugh
2055332|East Neighborhood 3|Gilbert-Addoms
2046513|East Neighborhood 4|Bell Tower
2084140|East Neighborhood 2|Epworth
2052949|East Neighborhood 3|Gilbert-Addoms
2085591|East Neighborhood 1|Bassett
2039761|Keohane Quad|House 4B
2050642|East Neighborhood 3|Gilbert-Addoms
2074349|East Neighborhood 2|Giles
2053995|East Neighborhood 4|Bell Tower
2015047|Central Campus|220 Alexander
2049525|East Neighborhood 2|Aycock
2052495|East Neighborhood 4|Randolph
2087328|East Neighborhood 3|Gilbert-Addoms
2045982|East Neighborhood 2|Wilson House
2102316|Keohane Quad|House 4B
2050705|East Neighborhood 1|Alspaugh
2007835|Keohane Quad|House 4B
2049636|East Neighborhood 3|Gilbert-Addoms
2073549|East Neighborhood 4|Blackwell
2090182|East Neighborhood 4|Randolph
2091583|East Neighborhood 1|Alspaugh
2064564|East Neighborhood 4|Blackwell
2040152|Keohane Quad|House 4B
2053069|East Neighborhood 1|Brown
2090902|East Neighborhood 4|Blackwell
2053317|East Neighborhood 3|Southgate
2068507|East Neighborhood 1|Alspaugh
1983246|Central Campus|312 Anderson
1955201|Crowell Quad|House EE
1979716|Craven Quad|House X
1981572|Wannamaker Quad|Wannamaker
2015728|Few Quad|House GG
2029100|Central Campus|1712 Pace
1940651|Edens Quad|House 3A
1987885|Keohane Quad|House 4A
2019695|Central Campus|1915 Erwin
1933976|Central Campus|301 Oregon
1978966|Craven Quad|House U
1943459|Edens Quad|House 2A
1938163|Central Campus|2011 Yearby
1978226|Few Quad|House HH
1978825|Central Campus|202 Alexander
1946805|Kilgo Quad|House N
1968353|Craven Quad|House AA
1980469|Keohane Quad|House 4B
2072731|East Neighborhood 1|Pegram
2049933|East Neighborhood 1|Pegram
2075701|East Neighborhood 1|Bassett
2078717|East Neighborhood 2|Epworth
2068884|East Neighborhood 2|Epworth
2081956|East Neighborhood 2|Epworth
2055692|East Neighborhood 3|Southgate
2052309|East Neighborhood 2|Epworth
2062401|East Neighborhood 2|Giles
2083047|East Neighborhood 2|Epworth
2072620|East Neighborhood 1|Bassett
2067350|East Neighborhood 2|Epworth
2067283|East Neighborhood 3|Gilbert-Addoms
2082468|East Neighborhood 1|Bassett
2052419|East Neighborhood 4|Blackwell
2065865|East Neighborhood 2|Epworth
2088803|East Neighborhood 1|Alspaugh
2090557|East Neighborhood 1|Pegram
2071947|East Neighborhood 3|Gilbert-Addoms
2062277|East Neighborhood 3|Gilbert-Addoms
2084355|East Neighborhood 3|Southgate
2102277|Keohane Quad|House 4E
2104386|Wannamaker Quad|Wannamaker
2097475|Central Campus|301 Swift
2049854|East Neighborhood 4|Randolph
2077977|East Neighborhood 3|Southgate
2014394|Few Quad|House GG
2048980|East Neighborhood 1|Bassett
2082193|East Neighborhood 3|Gilbert-Addoms
2012070|Central Campus|1700 Pace
2054573|East Neighborhood 2|Jarvis
2020299|Wannamaker Quad|Wannamaker
2037808|Kilgo Quad|House O
2100494|East Neighborhood 4|Blackwell
2076527|East Neighborhood 3|Gilbert-Addoms
2073671|East Neighborhood 4|Randolph
2109987|Central Campus|301 Swift
2090541|East Neighborhood 1|Brown
2098599|Central Campus|301 Swift
2075200|East Neighborhood 1|Alspaugh
2101416|Wannamaker Quad|Wannamaker
1924848|Kilgo Quad|House M
1780669|Central Campus|1911 Yearby
1923067|Kilgo Quad|House I
2073407|East Neighborhood 4|Randolph
1978826|Craven Quad|House U
2050530|East Neighborhood 3|Gilbert-Addoms
2046467|East Neighborhood 3|Gilbert-Addoms
2059072|East Neighborhood 4|Randolph
2056838|East Neighborhood 1|Alspaugh
2028411|Central Campus|202 Alexander
2013447|Craven Quad|House C
2049772|East Neighborhood 1|Alspaugh
2051016|East Neighborhood 3|Gilbert-Addoms
2046279|East Neighborhood 1|Alspaugh
2037585|Few Quad|House HH
2019559|Central Campus|204 Alexander
2013061|Central Campus|314 Anderson
2054479|East Neighborhood 4|Randolph
2051046|East Neighborhood 4|Bell Tower
2076729|East Neighborhood 4|Randolph
2004561|Keohane Quad|House 4E
1976572|Craven Quad|House B
2053360|East Neighborhood 3|Gilbert-Addoms
2006768|Keohane Quad|House 4B
2050669|East Neighborhood 1|Brown
2067660|East Neighborhood 2|Wilson House
1987942|Crowell Quad|House EE
2073792|East Neighborhood 1|Brown
2078392|East Neighborhood 1|Pegram
2097494|East Neighborhood 4|Randolph
2002979|Kilgo Quad|House K
2028647|Few Quad|House FF
2051052|East Neighborhood 2|Aycock
2039864|Central Campus|301 Swift
2050373|East Neighborhood 4|Blackwell
2083823|East Neighborhood 4|Randolph
2086763|East Neighborhood 1|Brown
2079922|East Neighborhood 1|Alspaugh
2075206|East Neighborhood 1|Pegram
2067285|East Neighborhood 3|Southgate
2083336|East Neighborhood 4|Bell Tower
2085506|East Neighborhood 1|Bassett
2096413|Craven Quad|House F
2063803|Central Campus|301 Swift
2072215|East Neighborhood 2|Epworth
2074859|East Neighborhood 4|Blackwell
2076865|East Neighborhood 4|Blackwell
2060753|East Neighborhood 1|Bassett
2073786|East Neighborhood 2|Wilson House
2097982|Central Campus|301 Swift
2077881|East Neighborhood 1|Alspaugh
2081078|East Neighborhood 3|Gilbert-Addoms
2096378|Central Campus|301 Swift
2065291|Central Campus|301 Swift
2084899|East Neighborhood 4|Blackwell
2065862|East Neighborhood 3|Gilbert-Addoms
2089113|East Neighborhood 2|Jarvis
2081196|East Neighborhood 3|Southgate
2085384|East Neighborhood 2|Epworth
2086412|East Neighborhood 3|Gilbert-Addoms
